Administradora,Anno,Departamento,Conteo de Administradoras,Conteo de Prestadores,Costo Procedimiento,Neto A Pagar - Consulta,Número de Atenciones,Número Personas Atendidas,Valor Consulta,Valor Cuota Moderadora - Consulta
EPS016 - COOMEVA,2011,41 - Huila,1,7,2.057.528,1.614.858,246,26,1.865.086,250.228
EPS014 - HUMANA VIVIR,2011,41 - Huila,1,3,,107.900,4,3,112.000,4.100
EPS013 - SALUDCOOP,2011,41 - Huila,1,24,93.419.861,10.138.592,2.807,509,10.138.592,
EPS005 - SANITAS,2011,41 - Huila,1,2,,23.375,9,5,33.775,10.400
EPS003 - CAFESALUD,2011,41 - Huila,1,8,7.721.862,905.284,242,49,905.284,
EPS002 - SALUD TOTAL,2011,41 - Huila,1,2,,440.739,33,18,442.839,2.100
EPS001 - ALIANSALUD,2011,41 - Huila,1,1,,30.900,1,1,30.900,
EMP017 - EMP COLMENA S.A,2011,41 - Huila,1,4,,121.700,8,3,121.700,
EMP002 - EMP CAFESALUD,2011,41 - Huila,1,2,,78.250,4,2,136.650,58.400
CCF024 - COMFAMILIAR HUILA,2011,41 - Huila,1,42,203.525,9.612.477,658,345,9.627.805,15.328
41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL,2011,41 - Huila,1,5,35.529.021,14.340.748,1.716,451,15.244.228,902.247
ESS207 - MUTUAL SER,2011,44 - La Guajira,1,2,,404.900,19,11,404.900,
ESS133 - COMPARTA,2011,44 - La Guajira,1,2,,238.100,8,7,238.100,
ESS076 - AMBUQ,2011,44 - La Guajira,1,3,,136.000,6,3,136.000,
ESS024 - COOSALUD E.S.S.,2011,44 - La Guajira,1,2,,244.200,13,8,244.200,
EPSS14 - HUMANA VIVIR,2011,44 - La Guajira,1,3,,118.700,8,2,118.700,
EPSI04 - ANASWAYUU,2011,44 - La Guajira,1,7,,607.139,37,21,607.139,
EPS037 - NUEVA EPS,2011,44 - La Guajira,1,7,113.395,583.318,64,24,650.818,67.500
EPS033 - SALUDVIDA,2011,44 - La Guajira,1,3,,115.200,4,4,115.200,
EPS020 - CAPRECOM,2011,44 - La Guajira,1,3,13.865,64.524,3,3,64.524,
EPS016 - COOMEVA,2011,44 - La Guajira,1,18,164.074,921.964,135,50,1.180.964,259.000
EPS014 - HUMANA VIVIR,2011,44 - La Guajira,1,2,,,8,3,,
EPS013 - SALUDCOOP,2011,44 - La Guajira,1,10,5.641.482,862.380,352,41,862.380,
EMP017 - EMP COLMENA S.A,2011,44 - La Guajira,1,1,,15.012,1,1,15.012,
CCF023 - COMFAGUAJIRA,2011,44 - La Guajira,1,9,31.400,2.060.600,80,34,2.060.600,
RES002 - ECOPETROL,2011,47 - Magdalena,1,2,,280.000,7,3,280.000,
ESS207 - MUTUAL SER,2011,47 - Magdalena,1,15,119.780,858.570,54,30,858.570,
ESS133 - COMPARTA,2011,47 - Magdalena,1,8,,419.600,28,24,419.600,
ESS076 - AMBUQ,2011,47 - Magdalena,1,5,,368.100,19,10,368.100,
ESS024 - COOSALUD E.S.S.,2011,47 - Magdalena,1,10,,565.860,72,58,556.760,
EPS039 - GOLDEN GROUP,2011,47 - Magdalena,1,1,,14.387,1,1,14.387,
EPS037 - NUEVA EPS,2011,47 - Magdalena,1,8,,1.918.890,189,55,1.920.990,2.100
EPS033 - SALUDVIDA,2011,47 - Magdalena,1,1,,21.400,1,1,21.400,
EPS026 - SOLSALUD,2011,47 - Magdalena,1,4,,42.000,10,9,42.000,
EPS020 - CAPRECOM,2011,47 - Magdalena,1,3,185.865,63.900,6,5,63.900,
EPS017 - FAMISANAR,2011,47 - Magdalena,1,2,162.542,28.774,12,4,28.774,
EPS016 - COOMEVA,2011,47 - Magdalena,1,16,130.050,3.579.352,288,97,4.448.532,869.200
EPS013 - SALUDCOOP,2011,47 - Magdalena,1,21,36.590.712,4.083.920,1.482,311,4.083.920,
EPS005 - SANITAS,2011,47 - Magdalena,1,1,,,9,6,,
EPS003 - CAFESALUD,2011,47 - Magdalena,1,3,253.200,44.196,16,3,44.196,
EPS002 - SALUD TOTAL,2011,47 - Magdalena,1,6,10.000,616.645,69,40,629.245,12.600
EPS001 - ALIANSALUD,2011,47 - Magdalena,1,7,,,29,9,,
EMP017 - EMP COLMENA S.A,2011,47 - Magdalena,1,4,,266.100,10,5,266.900,
EAS027 - FERROCARRILES NALES,2011,47 - Magdalena,1,1,,8.755,1,1,8.755,
CCF015 - COMFACOR,2011,47 - Magdalena,1,6,,294.171,15,9,294.171,
41000 - DIRECCION DEPARTAMENTAL DE SALUD DE HUIL,2011,47 - Magdalena,1,1,31.861,,6,1,,
RES002 - ECOPETROL,2011,50 - Meta,1,4,,150.000,7,2,150.000,
ESS133 - COMPARTA,2011,50 - Meta,1,11,,1.687.310,65,41,1.687.310,
EPSS14 - HUMANA VIVIR,2011,50 - Meta,1,1,105.303,,1,1,,
EPSS02 - SALUD TOTAL,2011,50 - Meta,1,12,,688.506,49,38,688.506,
EPSI05 - MALLAMAS,2011,50 - Meta,1,1,,26.800,1,1,26.800,
EPS037 - NUEVA EPS,2011,50 - Meta,1,8,1.292.454,6.468.619,313,124,6.510.419,41.800
EPS026 - SOLSALUD,2011,50 - Meta,1,2,,83.460,5,3,83.460,
EPS020 - CAPRECOM,2011,50 - Meta,1,6,322.300,125.759,17,11,125.759,
EPS017 - FAMISANAR,2011,50 - Meta,1,10,793.186,3.038.814,154,47,3.038.814,
EPS016 - COOMEVA,2011,50 - Meta,1,10,317.484,1.697.242,164,36,2.117.842,420.600
EPS014 - HUMANA VIVIR,2011,50 - Meta,1,3,,2.675.520,201,40,2.675.520,
EPS013 - SALUDCOOP,2011,50 - Meta,1,37,82.894.258,14.916.102,3.800,590,14.916.102,
EPS005 - SANITAS,2011,50 - Meta,1,7,,999.885,79,35,1.021.585,21.700
EPS002 - SALUD TOTAL,2011,50 - Meta,1,17,79.375,1.637.038,126,62,1.662.238,25.200
EPS001 - ALIANSALUD,2011,50 - Meta,1,9,,85.930,90,27,90.130,4.200
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,50 - Meta,1,2,,118.270,3,2,118.270,
EMP017 - EMP COLMENA S.A,2011,50 - Meta,1,12,,692.800,29,13,687.200,
CCF024 - COMFAMILIAR HUILA,2011,50 - Meta,1,2,,107.200,4,4,107.200,
50001 - DIRECCION MUNICIPAL DE SALUD DE VILLAVIC,2011,50 - Meta,1,1,,9.630,1,1,9.630,
50000 - DIRECCION DEPARTAMENTAL DE SALUD DE META,2011,50 - Meta,1,8,,6.041.110,202,100,6.124.800,83.690
RES002 - ECOPETROL,2011,52 - Nariño,1,3,,150.600,4,4,150.600,
ESS118 - EMSSANAR E.S.S.,2011,52 - Nariño,1,90,7.285.792,226.396.007,11.553,2.468,226.396.007,
ESS062 - ASMET SALUD,2011,52 - Nariño,1,23,413.200,9.770.878,506,316,9.770.878,
EPSI05 - MALLAMAS,2011,52 - Nariño,1,40,89.684,25.189.226,1.335,854,25.189.226,
EPS037 - NUEVA EPS,2011,52 - Nariño,1,15,4.027.731,1.872.041,478,136,1.872.041,
EPS033 - SALUDVIDA,2011,52 - Nariño,1,1,,21.300,1,1,21.300,
EPS030 - CONDOR,2011,52 - Nariño,1,42,98.850,19.594.045,809,362,15.218.945,
EPS020 - CAPRECOM,2011,52 - Nariño,1,4,31.800,64.290,6,5,64.290,
EPS016 - COOMEVA,2011,52 - Nariño,1,18,702.456,1.880.444,374,94,2.444.078,650.400
EPS013 - SALUDCOOP,2011,52 - Nariño,1,19,138.471.576,13.522.240,5.344,1.049,13.522.240,
EPS005 - SANITAS,2011,52 - Nariño,1,7,915.650,523.396,65,20,523.396,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,52 - Nariño,1,5,,385.670,8,7,385.670,
52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI,2011,52 - Nariño,1,14,324.200,7.393.900,288,195,7.393.900,
RES002 - ECOPETROL,2011,54 - Norte de Santander,1,13,989.000,5.236.960,116,50,4.787.507,
ESS133 - COMPARTA,2011,54 - Norte de Santander,1,15,707.405,3.257.910,215,113,3.257.910,
ESS091 -  ECOOPSOS,2011,54 - Norte de Santander,1,8,1.781.000,464.740,29,20,464.740,
ESS062 - ASMET SALUD,2011,54 - Norte de Santander,1,4,34.900,185.875,15,7,185.875,
EPSS33 - SALUDVIDA,2011,54 - Norte de Santander,1,2,36.515,,4,2,,
EPSS26 - SOLSALUD,2011,54 - Norte de Santander,1,4,820.234,,22,6,,
EPSS03 - CAFESALUD,2011,54 - Norte de Santander,1,7,,689.130,31,23,689.130,
EPS037 - NUEVA EPS,2011,54 - Norte de Santander,1,9,16.360,619.219,72,50,627.219,16.400
EPS033 - SALUDVIDA,2011,54 - Norte de Santander,1,8,,470.689,23,20,470.689,
EPS026 - SOLSALUD,2011,54 - Norte de Santander,1,10,,1.182.543,68,51,1.195.143,12.600
EPS020 - CAPRECOM,2011,54 - Norte de Santander,1,6,693.811,159.558,24,7,159.558,
EPS017 - FAMISANAR,2011,54 - Norte de Santander,1,4,43.681,106.610,11,4,133.310,26.700
EPS016 - COOMEVA,2011,54 - Norte de Santander,1,19,4.446.098,1.919.998,925,131,2.803.498,883.500
EPS013 - SALUDCOOP,2011,54 - Norte de Santander,1,24,42.957.681,10.235.164,3.338,514,10.235.164,
EPS005 - SANITAS,2011,54 - Norte de Santander,1,6,212.200,398.219,117,36,387.919,313.000
EPS003 - CAFESALUD,2011,54 - Norte de Santander,1,6,4.134.757,605.904,245,34,605.904,
EPS002 - SALUD TOTAL,2011,54 - Norte de Santander,1,1,,11.081,1,1,11.081,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,54 - Norte de Santander,1,1,,43.160,1,1,43.160,
EMP017 - EMP COLMENA S.A,2011,54 - Norte de Santander,1,1,,116.200,3,3,117.600,
EMP002 - EMP CAFESALUD,2011,54 - Norte de Santander,1,1,37.170,,1,1,,
CCF045 - FAMISALUD COMFANORTE A.R.S,2011,54 - Norte de Santander,1,13,612.285,856.920,117,57,856.920,
RES002 - ECOPETROL,2011,63 - Quindio,1,1,,61.800,1,1,61.800,
ESS062 - ASMET SALUD,2011,63 - Quindio,1,13,,2.303.720,292,196,2.340.100,
EPSS03 - CAFESALUD,2011,63 - Quindio,1,11,1.684.300,3.277.505,227,117,3.291.800,14.295
EPSI03 -  AIC-EPSI-I,2011,63 - Quindio,1,1,,31.600,1,1,31.600,
EPS037 - NUEVA EPS,2011,63 - Quindio,1,13,3.293.716,4.875.115,523,227,4.952.815,77.700
EPS033 - SALUDVIDA,2011,63 - Quindio,1,1,,,8,7,,
EPS020 - CAPRECOM,2011,63 - Quindio,1,8,17.510,224.500,16,11,224.500,
EPS018 - SOS,2011,63 - Quindio,1,7,51.540,376.008,22,11,392.808,18.900
EPS017 - FAMISANAR,2011,63 - Quindio,1,1,14.194,,3,1,,
EPS016 - COOMEVA,2011,63 - Quindio,1,26,634.142,2.553.762,354,82,3.092.562,538.800
EPS013 - SALUDCOOP,2011,63 - Quindio,1,16,24.475.803,7.486.372,1.799,263,7.486.372,
EPS010 - EPS SURA,2011,63 - Quindio,1,8,1.579.703,1.192.766,181,21,1.259.230,162.500
EPS005 - SANITAS,2011,63 - Quindio,1,8,348.220,2.189.550,207,94,2.189.550,
EPS003 - CAFESALUD,2011,63 - Quindio,1,6,6.490.391,2.150.860,495,81,2.150.860,
EPS002 - SALUD TOTAL,2011,63 - Quindio,1,1,,7.531,1,1,7.531,
EPS001 - ALIANSALUD,2011,63 - Quindio,1,5,,455.000,68,30,457.100,2.100
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,63 - Quindio,1,1,41.900,597.660,16,13,597.660,
EMP017 - EMP COLMENA S.A,2011,63 - Quindio,1,1,,194.000,4,1,194.000,
EMP002 - EMP CAFESALUD,2011,63 - Quindio,1,5,373.173,101.400,24,6,179.700,78.300
EAS027 - FERROCARRILES NALES,2011,63 - Quindio,1,1,,30.900,1,1,30.900,
63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA,2011,63 - Quindio,1,1,,76.800,4,2,85.200,8.400
63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN,2011,63 - Quindio,1,6,69.100,2.597.980,122,87,2.743.880,145.900
RES002 - ECOPETROL,2011,66 - Risaralda,1,1,,62.000,1,1,62.000,
ESS062 - ASMET SALUD,2011,66 - Risaralda,1,44,2.403.864,21.668.220,953,470,21.693.220,
EPSS14 - HUMANA VIVIR,2011,66 - Risaralda,1,1,248.898,,2,1,,
EPSS03 - CAFESALUD,2011,66 - Risaralda,1,11,,3.219.529,146,116,3.223.669,4.140
EPS037 - NUEVA EPS,2011,66 - Risaralda,1,13,2.393.352,9.820.496,728,233,9.826.796,6.300
EPS020 - CAPRECOM,2011,66 - Risaralda,1,5,17.100,150.089,17,6,150.089,
EPS018 - SOS,2011,66 - Risaralda,1,5,129.777,266.700,18,15,304.200,37.500
EPS017 - FAMISANAR,2011,66 - Risaralda,1,3,52.966,189.124,14,2,191.224,2.100
EPS016 - COOMEVA,2011,66 - Risaralda,1,23,3.694.596,6.843.684,1.217,231,8.764.284,1.957.000
EPS014 - HUMANA VIVIR,2011,66 - Risaralda,1,1,,600.000,12,3,600.000,
EPS013 - SALUDCOOP,2011,66 - Risaralda,1,36,107.187.819,21.222.752,4.971,743,21.222.752,
EPS010 - EPS SURA,2011,66 - Risaralda,1,12,2.519.345,3.096.289,255,42,3.030.031,367.700
EPS005 - SANITAS,2011,66 - Risaralda,1,3,45.420,458.013,78,28,458.013,
EPS003 - CAFESALUD,2011,66 - Risaralda,1,11,22.099.988,4.271.964,1.164,159,4.271.964,
EPS002 - SALUD TOTAL,2011,66 - Risaralda,1,5,12.962,4.179.253,374,166,4.179.253,
EPS001 - ALIANSALUD,2011,66 - Risaralda,1,15,6.095,2.843.074,276,89,2.873.998,33.500
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,66 - Risaralda,1,4,,387.270,11,8,387.270,
EMP017 - EMP COLMENA S.A,2011,66 - Risaralda,1,3,,1.309.500,40,17,1.225.200,
EMP002 - EMP CAFESALUD,2011,66 - Risaralda,1,5,3.108.533,433.100,204,38,782.500,349.400
76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL,2011,66 - Risaralda,1,1,,107.000,5,2,107.000,
RES002 - ECOPETROL,2011,68 - Santander,1,62,2.868.045,25.638.790,723,185,25.651.990,13.200
ESS133 - COMPARTA,2011,68 - Santander,1,18,145.800,8.518.800,463,308,8.518.800,
ESS062 - ASMET SALUD,2011,68 - Santander,1,6,,1.022.982,50,35,1.022.982,
ESS024 - COOSALUD E.S.S.,2011,68 - Santander,1,22,168.600,2.324.321,146,109,2.324.321,
EPSS26 - SOLSALUD,2011,68 - Santander,1,5,201.395,,22,10,,
EPSS03 - CAFESALUD,2011,68 - Santander,1,10,,1.400.020,69,49,1.400.020,
EPS037 - NUEVA EPS,2011,68 - Santander,1,9,10.884.656,6.091.898,1.606,395,6.146.528,54.630
EPS033 - SALUDVIDA,2011,68 - Santander,1,2,,30.900,3,2,30.900,
EPS026 - SOLSALUD,2011,68 - Santander,1,49,,3.506.230,375,279,3.559.954,55.824
EPS020 - CAPRECOM,2011,68 - Santander,1,2,58.900,72.800,6,2,72.800,
EPS017 - FAMISANAR,2011,68 - Santander,1,11,178.544,1.317.747,86,36,1.399.647,81.900
EPS016 - COOMEVA,2011,68 - Santander,1,46,2.848.770,6.590.365,829,277,8.384.871,1.921.300
EPS015 - COLPATRIA,2011,68 - Santander,1,1,,,4,2,,
EPS014 - HUMANA VIVIR,2011,68 - Santander,1,2,,13.760,19,10,13.760,
EPS013 - SALUDCOOP,2011,68 - Santander,1,48,82.018.750,17.695.980,4.384,897,17.695.980,
EPS010 - EPS SURA,2011,68 - Santander,1,7,3.702.381,2.161.315,417,34,2.161.315,245.100
EPS005 - SANITAS,2011,68 - Santander,1,10,65.172,853.407,43,30,853.407,
EPS003 - CAFESALUD,2011,68 - Santander,1,9,13.793.655,2.370.560,515,92,2.370.560,
EPS002 - SALUD TOTAL,2011,68 - Santander,1,11,700.000,10.086.339,424,199,10.094.539,8.200
EPS001 - ALIANSALUD,2011,68 - Santander,1,9,,50.522,77,28,50.522,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,68 - Santander,1,3,,662.790,15,12,662.790,
EMP017 - EMP COLMENA S.A,2011,68 - Santander,1,6,,162.000,11,8,162.000,
EMP015 - EMP MEDISANITAS S. A.,2011,68 - Santander,1,2,,79.240,2,2,79.240,
EMP002 - EMP CAFESALUD,2011,68 - Santander,1,1,28.000,,4,1,,
EAS027 - FERROCARRILES NALES,2011,68 - Santander,1,4,,240.214,10,8,240.214,
CCF032 - COMFENALCO SANTANDER,2011,68 - Santander,1,4,,171.800,28,23,171.800,
CCF031 - CAJASAN,2011,68 - Santander,1,12,39.770,292.461,37,20,292.461,
68000 - DIRECCION DEPARTAMENTAL DE SALUD DE SANT,2011,68 - Santander,1,6,,786.110,33,32,817.670,31.560
RES002 - ECOPETROL,2011,70 - Sucre,1,3,,176.000,6,4,176.000,
ESS207 - MUTUAL SER,2011,70 - Sucre,1,22,739.555,3.205.157,160,119,3.205.157,
ESS133 - COMPARTA,2011,70 - Sucre,1,7,,1.077.760,44,29,1.077.760,
ESS076 - AMBUQ,2011,70 - Sucre,1,3,,452.500,20,9,452.500,
ESS062 - ASMET SALUD,2011,70 - Sucre,1,1,,19.200,1,1,19.200,
ESS024 - COOSALUD E.S.S.,2011,70 - Sucre,1,4,33.800,557.744,28,24,557.744,
EPSI02 - MANEXKA,2011,70 - Sucre,1,2,,20.600,2,2,20.600,
EPS037 - NUEVA EPS,2011,70 - Sucre,1,8,1.769.462,2.027.102,214,58,2.035.402,8.300
EPS033 - SALUDVIDA,2011,70 - Sucre,1,2,,128.000,4,3,132.200,4.200
EPS031 - SELVASALUD,2011,70 - Sucre,1,3,,207.140,22,8,207.140,
EPS020 - CAPRECOM,2011,70 - Sucre,1,7,31.890,489.700,24,17,489.700,
EPS016 - COOMEVA,2011,70 - Sucre,1,14,10.910,2.566.494,165,73,2.553.008,313.400
EPS014 - HUMANA VIVIR,2011,70 - Sucre,1,4,,91.278,10,6,97.578,6.300
EPS013 - SALUDCOOP,2011,70 - Sucre,1,15,8.128.179,839.122,358,67,839.122,
EPS005 - SANITAS,2011,70 - Sucre,1,2,,45.849,6,2,45.849,
EPS002 - SALUD TOTAL,2011,70 - Sucre,1,2,,435.868,35,23,435.868,
EPS001 - ALIANSALUD,2011,70 - Sucre,1,1,,,6,1,,
05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU,2011,70 - Sucre,1,1,,24.985,1,1,26.300,1.315
RES002 - ECOPETROL,2011,73 - Tolima,1,3,,119.980,6,2,132.000,
ESS133 - COMPARTA,2011,73 - Tolima,1,14,102.558,3.344.170,176,102,3.331.350,12.820
ESS091 -  ECOOPSOS,2011,73 - Tolima,1,7,,940.723,55,26,940.723,
ESS062 - ASMET SALUD,2011,73 - Tolima,1,16,,3.772.170,78,58,3.774.310,
EPSS14 - HUMANA VIVIR,2011,73 - Tolima,1,7,315.906,352.720,20,13,352.720,
EPSS03 - CAFESALUD,2011,73 - Tolima,1,12,,1.922.820,97,73,1.922.820,
EPS039 - GOLDEN GROUP,2011,73 - Tolima,1,1,,9.736,2,2,20.136,10.400
EPS037 - NUEVA EPS,2011,73 - Tolima,1,19,2.405.265,3.355.538,309,138,3.401.338,45.800
EPS031 - SELVASALUD,2011,73 - Tolima,1,1,,82.400,4,1,82.400,
EPS026 - SOLSALUD,2011,73 - Tolima,1,9,,534.200,25,22,534.200,
EPS020 - CAPRECOM,2011,73 - Tolima,1,8,109.878,169.938,15,10,169.938,
EPS018 - SOS,2011,73 - Tolima,1,1,,,1,1,,
EPS017 - FAMISANAR,2011,73 - Tolima,1,19,1.904.590,1.909.702,194,50,2.032.902,123.200
EPS016 - COOMEVA,2011,73 - Tolima,1,18,4.596.222,2.760.874,1.565,76,3.326.474,565.600
EPS014 - HUMANA VIVIR,2011,73 - Tolima,1,1,,35.020,4,1,35.020,
EPS013 - SALUDCOOP,2011,73 - Tolima,1,31,71.790.210,14.970.176,3.436,557,14.970.176,
EPS005 - SANITAS,2011,73 - Tolima,1,9,1.815.489,466.326,92,36,501.626,35.300
EPS003 - CAFESALUD,2011,73 - Tolima,1,16,12.483.588,2.895.420,770,131,2.895.420,
EPS002 - SALUD TOTAL,2011,73 - Tolima,1,11,,4.345.540,327,156,4.345.540,
EPS001 - ALIANSALUD,2011,73 - Tolima,1,2,,,32,5,,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,73 - Tolima,1,2,,132.060,3,2,132.060,
EMP017 - EMP COLMENA S.A,2011,73 - Tolima,1,9,,519.200,29,12,519.200,
EMP002 - EMP CAFESALUD,2011,73 - Tolima,1,3,627.765,209.050,32,6,411.850,202.800
CCF101 - COLSUBSIDIO,2011,73 - Tolima,1,1,,,1,1,,
CCF037 - COMFENALCO,2011,73 - Tolima,1,33,,4.191.362,204,149,4.216.302,24.940
73000 - DIRECCION DEPARTAMENTAL DE SALUD DE TOLI,2011,73 - Tolima,1,10,165.485,2.438.836,94,85,2.483.620,44.784
RES007 - UVALLE,2011,76 - Valle del Cauca,1,3,220.000,532.500,29,18,532.500,
RES002 - ECOPETROL,2011,76 - Valle del Cauca,1,6,105.000,1.076.525,30,12,1.076.525,
ESS118 - EMSSANAR E.S.S.,2011,76 - Valle del Cauca,1,50,16.319.884,42.824.332,2.177,645,43.144.273,275.841
ESS062 - ASMET SALUD,2011,76 - Valle del Cauca,1,6,,270.600,13,9,276.600,
ESS024 - COOSALUD E.S.S.,2011,76 - Valle del Cauca,1,22,245.000,4.493.069,261,171,4.517.469,18.100
EPSI03 -  AIC-EPSI-I,2011,76 - Valle del Cauca,1,4,,403.500,18,9,403.500,
EPS037 - NUEVA EPS,2011,76 - Valle del Cauca,1,46,58.637.781,37.433.689,3.592,1.261,37.706.989,273.300
EPS034 - SALUDCOLOMBIA,2011,76 - Valle del Cauca,1,4,,468.358,54,22,491.358,23.000
EPS031 - SELVASALUD,2011,76 - Valle del Cauca,1,4,,2.505.200,120,19,2.556.400,51.200
EPS030 - CONDOR,2011,76 - Valle del Cauca,1,13,2.176.300,1.819.894,98,67,1.873.874,20.380
EPS023 - CRUZ BLANCA,2011,76 - Valle del Cauca,1,8,11.069.544,5.147.180,745,128,5.147.180,
EPS020 - CAPRECOM,2011,76 - Valle del Cauca,1,22,1.279.089,1.553.133,126,50,1.553.133,
EPS018 - SOS,2011,76 - Valle del Cauca,1,49,11.924.042,18.448.000,678,319,19.077.500,1.095.900
EPS017 - FAMISANAR,2011,76 - Valle del Cauca,1,12,691.171,437.386,68,5,445.786,8.400
EPS016 - COOMEVA,2011,76 - Valle del Cauca,1,108,5.825.609,64.248.813,4.142,938,71.672.202,7.919.600
EPS013 - SALUDCOOP,2011,76 - Valle del Cauca,1,47,64.019.650,20.512.246,4.215,741,20.512.246,
EPS010 - EPS SURA,2011,76 - Valle del Cauca,1,31,12.135.931,16.430.730,1.647,233,15.556.446,1.693.400
EPS005 - SANITAS,2011,76 - Valle del Cauca,1,10,7.549.040,92.671.212,634,140,92.767.212,97.700
EPS003 - CAFESALUD,2011,76 - Valle del Cauca,1,17,6.548.677,2.537.468,433,75,2.537.468,
EPS002 - SALUD TOTAL,2011,76 - Valle del Cauca,1,11,,2.473.136,244,136,2.502.536,29.400
EPS001 - ALIANSALUD,2011,76 - Valle del Cauca,1,14,,441.935,198,74,456.835,14.900
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2011,76 - Valle del Cauca,1,15,431.040,29.761.580,84,50,29.761.580,
EMP021 - EMP SUSALUD SA,2011,76 - Valle del Cauca,1,1,,34.200,1,1,56.200,22.000
EMP017 - EMP COLMENA S.A,2011,76 - Valle del Cauca,1,11,,1.563.000,73,41,1.545.800,
EMP015 - EMP MEDISANITAS S. A.,2011,76 - Valle del Cauca,1,5,,524.340,14,8,524.340,
EMP002 - EMP CAFESALUD,2011,76 - Valle del Cauca,1,8,1.244.736,735.467,61,17,1.086.367,350.900
EAS027 - FERROCARRILES NALES,2011,76 - Valle del Cauca,1,10,,4.280.700,164,84,4.280.700,
76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL,2011,76 - Valle del Cauca,1,39,,17.232.748,727,455,17.971.608,736.860
ESS133 - COMPARTA,2011,81 - Arauca,1,15,231.580,1.644.174,98,53,1.644.174,
EPS037 - NUEVA EPS,2011,81 - Arauca,1,6,109.460,575.695,31,15,583.995,8.300
EPS033 - SALUDVIDA,2011,81 - Arauca,1,1,,53.600,2,2,53.600,
EPS026 - SOLSALUD,2011,81 - Arauca,1,1,,156.578,7,3,156.578,
EPS020 - CAPRECOM,2011,81 - Arauca,1,4,95.700,308.500,14,8,308.500,
EPS013 - SALUDCOOP,2011,81 - Arauca,1,10,1.391.741,508.396,118,27,508.396,
81000 - DIRECCION DEPARTAMENTAL DE SALUD DE ARAU,2011,81 - Arauca,1,3,,8.684.987,332,50,8.800.990,116.003
ESS091 -  ECOOPSOS,2011,85 - Casanare,1,1,,80.400,3,2,80.400,
EPSS14 - HUMANA VIVIR,2011,85 - Casanare,1,3,27.200,575.860,28,11,582.000,6.140
EPS037 - NUEVA EPS,2011,85 - Casanare,1,6,,488.986,26,13,497.386,8.400
EPS020 - CAPRECOM,2011,85 - Casanare,1,4,173.300,160.900,20,7,160.900,
EPS017 - FAMISANAR,2011,85 - Casanare,1,4,124.905,44.366,9,3,48.566,4.200
EPS016 - COOMEVA,2011,85 - Casanare,1,1,,230.400,16,6,255.600,25.200
EPS014 - HUMANA VIVIR,2011,85 - Casanare,1,3,,58.455,4,3,82.255,23.800
EPS013 - SALUDCOOP,2011,85 - Casanare,1,19,11.901.801,1.630.660,469,98,1.630.660,
EPS005 - SANITAS,2011,85 - Casanare,1,3,68.720,82.800,5,3,82.800,
EMP017 - EMP COLMENA S.A,2011,85 - Casanare,1,2,,313.000,12,1,305.100,
85000 - DIRECCION DEPARTAMENTAL DE SALUD DE CASA,2011,85 - Casanare,1,1,,,2,1,,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2011,85 - Casanare,1,1,,,2,1,,
RES002 - ECOPETROL,2011,86 - Putumayo,1,2,,178.219,3,3,178.219,
ESS118 - EMSSANAR E.S.S.,2011,86 - Putumayo,1,14,2.144.240,9.832.948,410,90,9.832.948,
EPSI05 - MALLAMAS,2011,86 - Putumayo,1,2,,322.500,12,9,322.500,
EPSI03 -  AIC-EPSI-I,2011,86 - Putumayo,1,4,,1.139.000,44,36,1.139.000,
EPS037 - NUEVA EPS,2011,86 - Putumayo,1,4,62.600,278.695,15,5,278.695,
EPS031 - SELVASALUD,2011,86 - Putumayo,1,13,,7.987.904,289,84,7.987.904,
EPS030 - CONDOR,2011,86 - Putumayo,1,1,,53.600,2,1,53.600,
EPS020 - CAPRECOM,2011,86 - Putumayo,1,6,361.700,207.192,12,11,207.192,
EPS016 - COOMEVA,2011,86 - Putumayo,1,7,,427.160,22,9,468.560,41.400
EPS013 - SALUDCOOP,2011,86 - Putumayo,1,20,11.369.854,1.323.480,387,76,1.323.480,
EPS037 - NUEVA EPS,2011,"88 - Archipiélago de San Andrés, Providencia y Santa Catalina",1,3,,150.857,12,3,150.857,
EPSI05 - MALLAMAS,2011,91 - Amazonas,1,1,,30.900,1,1,30.900,
EPS037 - NUEVA EPS,2011,91 - Amazonas,1,3,,561.400,17,8,584.500,18.900
