	anno	departamento	zona	regimen_de_administradora	sexo	etapas_ciclo_vital	tipo_de_usuario	nivel_sisben	conteo_de_administradoras	conteo_de_prestadores	costo_procedimiento	neto_a_pagar_-_consulta	numero_de_atenciones	numero_personas_atendidas	valor_consulta	valor_cuota_moderadora_-_consulta
8580	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	1	0	14082.0	1	1	14082.0	0.0
8581	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	2	3	0	70020.0	3	2	70020.0	4800.0
8582	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	1	6	0	287800.0	10	6	287800.0	0.0
8583	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	11	64	1408863	4484810.0	340	71	4491695.0	549950.0
8585	2014	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	2	0	98500.0	5	1	98500.0	0.0
8587	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	4	0	53000.0	5	4	53000.0	0.0
8588	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	5500.0	1	1	5500.0	0.0
8589	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	9	140674	476738.0	27	13	488538.0	11800.0
8590	2014	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	3	12	0	570278.0	28	14	570278.0	0.0
8591	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	2	4	0	46285.0	6	4	46285.0	9600.0
8592	2014	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	1	2	0	17510.0	2	1	17510.0	4800.0
8594	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 2	1	3	0	79520.0	4	2	85200.0	5680.0
8595	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	1	0	12510.0	1	1	12510.0	2400.0
8596	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	3	0	107000.0	26	2	107000.0	0.0
8597	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	2	0	115600.0	6	3	171600.0	56000.0
8599	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	4	0	162596.0	5	4	177056.0	14460.0
8601	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	2	1	0.0	0.0
8602	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	2	2	0	41005.0	2	2	45605.0	4600.0
8603	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	2	0	8755.0	2	2	8755.0	4800.0
8604	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NIVEL 1	1	2	0	88000.0	4	1	88000.0	0.0
8605	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	2	24	0	4267690.0	267	58	4267690.0	0.0
8606	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	10	96	7117734	6088836.0	631	160	6240595.0	738700.0
8607	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	31	2969965	4587812.0	280	70	4617894.0	30082.0
8608	2014	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	2	6	91000	232510.0	17	4	232510.0	0.0
8609	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	3	0	81500.0	23	2	81500.0	0.0
8610	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	4	30	45431	2799830.0	186	118	3087010.0	0.0
8611	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	5	67	1738905	18275400.0	893	300	20582390.0	2126000.0
8612	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	8	37	273133	1071250.0	119	33	1055508.0	255100.0
8613	2014	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	1	0	90200.0	2	1	90200.0	0.0
8614	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	3	5	0	194642.0	9	5	194642.0	0.0
8615	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	2	5	0	53299.0	7	7	53299.0	0.0
8617	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	3	26	177315	1290090.0	117	41	1310690.0	20600.0
8618	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	96100.0	3	2	139000.0	42900.0
8619	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	42246.0	3	2	42246.0	0.0
8621	2014	11 - Bogotá, D.C.	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	3	1	0.0	0.0
8622	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	3	381245	86305.0	16	1	86305.0	21600.0
8625	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	2	0	159000.0	2	2	159000.0	0.0
8626	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	3	4	0	8755.0	15	3	8755.0	9600.0
8628	2014	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	24600.0	1	1	24600.0	0.0
8629	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	1	0	0.0	1	1	0.0	0.0
8630	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	1	1	0	31950.0	1	1	35500.0	3550.0
8631	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	2	0	89000.0	3	2	89000.0	0.0
8632	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	2	0	46147.0	2	2	49697.0	3550.0
8633	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	2	0	67450.0	2	1	71000.0	3550.0
8634	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NO APLICA	1	3	0	159900.0	6	5	184750.0	24850.0
8635	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	3	0	264515.0	7	4	292940.0	28425.0
8636	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	4	0	652000.0	11	7	652000.0	0.0
8637	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	2	0	188400.0	5	4	286400.0	98000.0
8643	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	7	16	307697	336247.0	55	17	367747.0	83700.0
8644	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	12	120	6903960	11147416.0	1171	266	11738026.0	1633700.0
8646	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	1	3	0	38800.0	3	3	43600.0	4800.0
8647	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	8	12	0	151012.0	16	12	179142.0	26300.0
8648	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	1	0	0.0	2	1	0.0	4800.0
8649	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	7	16	0	416463.0	27	19	449838.0	76400.0
8650	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	6	10	0	156721.0	15	10	150056.0	52900.0
8652	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	13	67205	1497791.0	54	21	1506791.0	9000.0
8653	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	2	0	14500.0	3	2	14500.0	0.0
8654	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	3	0	240009.0	17	1	240009.0	0.0
8655	2014	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	2	0	45082.0	2	1	49582.0	4500.0
8657	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	22800.0	1	1	39900.0	17100.0
8658	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	4	0	444700.0	16	4	444700.0	0.0
8659	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	4	27	0	3630485.0	125	55	4052585.0	422100.0
8660	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	2	0	65020.0	5	1	207760.0	0.0
8661	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	3	13	199305	567520.0	44	28	696480.0	0.0
8665	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	2	3	0	124400.0	6	3	124400.0	0.0
8666	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	28400.0	1	1	28400.0	0.0
8667	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	3	0	81820.0	4	2	56800.0	4800.0
8668	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	3	18	0	562758.0	43	29	577518.0	14760.0
8669	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	11	0	380150.0	19	15	380150.0	0.0
8670	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	4	41	2174738	4309106.0	398	119	4287712.0	4080.0
8671	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	3	27	831200	1347930.0	143	45	1358154.0	10224.0
8672	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	4	16	573000	753132.0	69	23	768260.0	15128.0
8673	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	2	6	640649	203900.0	12	6	207200.0	3300.0
8674	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	3	20	1043962	588187.0	90	16	588187.0	0.0
8676	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	3	50	8691338	6052093.0	691	208	6140370.0	103062.0
8677	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	8	0	357480.0	16	12	357480.0	0.0
8678	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	4	0	24600.0	4	4	24600.0	0.0
8679	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	53200.0	2	1	53200.0	0.0
8680	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	0.0	1	1	0.0	0.0
8681	2014	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	12	0	215380.0	22	20	215380.0	0.0
8682	2014	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	6	13	250970	285609.0	50	13	307009.0	43000.0
8683	2014	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	4	1915	112800.0	6	2	120000.0	7200.0
8695	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	10	76	4225039	2633906.0	320	94	2802686.0	616900.0
8696	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	8	21	15345	472940.0	49	22	476930.0	78900.0
8697	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	9700.0	1	1	12100.0	2400.0
8699	2014	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	2	0	0.0	10	1	0.0	0.0
8700	2014	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	5	248000	471900.0	39	5	471900.0	0.0
8701	2015	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	0.0	1	1	0.0	0.0
8702	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	4	15	0	1891269.0	88	35	3156129.0	1113600.0
8703	2015	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	4	0	311500.0	9	4	311500.0	0.0
8704	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	3	21	700000	1823949.0	114	64	1653949.0	0.0
8707	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	2	3	0	41303.0	5	3	48803.0	10000.0
8708	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	1	0	8755.0	2	1	8755.0	2500.0
8709	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	3	23	0	445530.0	110	46	803830.0	205100.0
8711	2015	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	0.0	1	1	0.0	0.0
8712	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	7	24	1513829	1054113.0	91	20	1084183.0	117300.0
8713	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	3	3	0	228900.0	3	3	228900.0	0.0
8715	2015	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	2	123347	116082.0	14	2	116082.0	0.0
8716	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	3	9	161800	204392.0	29	15	207552.0	3160.0
8717	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	60000.0	1	1	60000.0	0.0
8718	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	3	13	100000	155188.0	28	16	155188.0	0.0
8720	2015	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	11	60	4550358	4332332.0	354	81	4516224.0	404400.0
8721	2015	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	187600.0	5	1	200000.0	12400.0
8723	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	2	0	181141.0	4	3	181141.0	0.0
8724	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	7	46	10539772	9624679.0	716	359	8216263.0	36584.0
8725	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	2	3	0	137504.0	11	4	137504.0	0.0
8726	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	1	1	0	8755.0	2	1	8755.0	2500.0
8727	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	29000.0	1	1	29000.0	0.0
8728	2015	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	1	0	33500.0	1	1	33500.0	0.0
8729	2015	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	2	2	0	110600.0	4	3	110600.0	0.0
8730	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	2	0	87330.0	3	2	105630.0	18300.0
8732	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	6	0	365000.0	7	7	365000.0	0.0
8734	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	2	3	0	192526.0	4	3	192526.0	0.0
8735	2015	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	6	184877	922090.0	46	6	963990.0	41900.0
8737	2015	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NIVEL 2	1	1	171900	19100.0	10	1	19100.0	0.0
8738	2015	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	2	0	0.0	2	1	0.0	0.0
8739	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	11	73	8736288	16647289.0	626	107	17014877.0	620400.0
8740	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	1	0	37100.0	1	1	37100.0	0.0
8741	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	1	0	0.0	2	1	0.0	0.0
8742	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	8	0	545820.0	18	12	608520.0	62700.0
8743	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	1	0	14866.0	1	1	17366.0	2500.0
8744	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	3	43	0	3857920.0	522	207	6639190.0	2078500.0
8745	2015	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	8755.0	2	1	8755.0	2500.0
8747	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 2	1	1	0	63650.0	2	1	67000.0	3350.0
8748	2015	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	8755.0	1	1	8755.0	2500.0
8749	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	5	27	0	3457593.0	228	111	2957643.0	10050.0
8750	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NIVEL 1	1	2	0	38775.0	8	1	38775.0	10000.0
8751	2015	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	4	6	0	286262.0	10	6	286262.0	0.0
8752	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	3	0	78800.0	5	1	78800.0	0.0
8754	2015	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	4	6	424720	74400.0	19	9	74400.0	0.0
8755	2015	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	1	0	29000.0	1	1	29000.0	0.0
8757	2015	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	5	9	57030	589050.0	32	6	626294.0	91900.0
8758	2015	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	3	0	274700.0	6	4	274700.0	0.0
8759	2015	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	7	16	222000	947737.0	43	12	970257.0	94500.0
8760	2015	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	90000.0	1	1	90000.0	0.0
8762	2015	11 - Bogotá, D.C.	Rural	NA : NO APLICA	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
8763	2015	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	8	11	0	348095.0	16	8	424895.0	84200.0
